scenario_id,category,prompt,expected_domains,predicted_domain,domain_match,expected_action,acceptable_actions,selected_action,primary_action_match,acceptable_action_match,consensus_score,rar_triggered,rar_accepted,utility,performance_score,cost_efficiency_score,risk_reduction_score,xi
pm089,cross_domain_general_investigation,The dashboards show mixed signals and no single team is sure who owns the issue. What is the likely governance direction?,"[""DevOps"", ""SRE"", ""FinOps"", ""DevSecOps""]",DevOps,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Patch or block release"", ""Rollback to stable deployment"", ""Scale adjustment""]",Rollback to stable deployment,False,True,0.47,True,False,0.9193,0.9175,0.65,0.7575,0.84
pm090,cross_domain_general_investigation,"Please review the current operational risk and identify whether release, reliability, cost, or security requires attention.","[""DevOps"", ""SRE"", ""FinOps"", ""DevSecOps""]",DevOps,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Patch or block release"", ""Rollback to stable deployment"", ""Scale adjustment""]",Rollback to stable deployment,False,True,0.47,True,False,0.9193,0.9175,0.65,0.7575,0.84
pm091,cross_domain_release_governance,The deployment failed and security also found a policy issue. What is the safest decision for the release?,"[""DevOps"", ""DevSecOps""]",DevOps,True,Patch or block release,"[""Patch or block release"", ""Rollback to stable deployment""]",Block release and fix pipeline,True,True,0.8,False,False,0.985,0.7,0.75,0.9,0.7956
pm092,cross_domain_cost_reliability,The release increased resource usage and latency at the same time. What should the PM recommend?,"[""DevOps"", ""SRE"", ""FinOps""]",DevOps,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Rollback to stable deployment"", ""Block release and fix pipeline"", ""Scale adjustment""]",Rollback to stable deployment,False,True,0.77,False,False,0.9968,0.9175,0.65,0.6825,0.84
pm093,cross_domain_release_governance,"We committed to a customer release today, but the security gate is failing. What should the governance decision be?","[""DevSecOps"", ""DevOps""]",DevOps,True,Patch or block release,"[""Patch or block release"", ""Rollback to stable deployment""]",Block release and fix pipeline,True,True,0.77,False,False,0.985,0.7,0.75,0.9,0.816
pm094,cross_domain_cost_reliability,"We have a reliability incident, but scaling further will increase cloud spend significantly. What should be done?","[""SRE"", ""FinOps""]",SRE,True,Scale adjustment,"[""Scale adjustment"", ""Mitigate and monitor""]",Scale adjustment,True,True,0.8,False,False,1.1058,0.882,0.74,0.57,0.8064
pm095,release_governance,"Before approving the release, I need to know whether deployment health is stable enough to proceed.","[""DevOps""]",DevOps,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Rollback to stable deployment"", ""Block release and fix pipeline""]",Rollback to stable deployment,False,True,0.77,False,False,0.9968,0.9175,0.65,0.6825,0.84
pm096,reliability_operations,The team applied mitigation for latency issues. Should we continue monitoring or take another action?,"[""SRE""]",SRE,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Scale adjustment""]",Scale adjustment,False,True,0.89,False,False,0.8679,0.689,0.6,0.5075,0.84
pm097,cost_governance,"Now that the service is stable, can we reduce excess cloud capacity to control cost?","[""FinOps"", ""SRE""]",SRE,True,Scale adjustment,"[""Scale adjustment"", ""Mitigate and monitor""]",Scale adjustment,True,True,0.8,False,False,1.2703,0.885,0.88,0.5075,0.8089
pm098,security_compliance_governance,Compliance evidence is incomplete for the release approval. What should the team do before proceeding?,"[""DevSecOps"", ""DevOps""]",DevOps,True,Patch or block release,"[""Patch or block release"", ""Rollback to stable deployment""]",Patch or block release,True,True,0.77,False,False,1.086,0.47,0.7,0.96,0.816
pm099,pm_prioritization_escalation,"For release readiness, I need one view of deployment stability, reliability, cost exposure, and security risk.","[""DevOps"", ""SRE"", ""FinOps"", ""DevSecOps""]",DevOps,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Patch or block release"", ""Rollback to stable deployment"", ""Scale adjustment""]",Rollback to stable deployment,False,True,0.47,True,False,0.9193,0.9175,0.65,0.7575,0.84
pm100,cross_domain_release_governance,"For the final go/no-go review, we have release instability, rising latency, cost concerns, and open security findings. What is the recommended governance decision?","[""DevOps"", ""SRE"", ""FinOps"", ""DevSecOps""]",DevOps,True,Patch or block release,"[""Patch or block release"", ""Rollback to stable deployment"", ""Mitigate and monitor"", ""Scale adjustment""]",Scale adjustment,False,True,0.5,True,False,1.0031,0.844,0.74,0.545,0.812
