scenario_id,category,prompt,expected_domains,predicted_domain,domain_match,expected_action,acceptable_actions,selected_action,primary_action_match,acceptable_action_match,consensus_score,rar_triggered,rar_accepted,utility,performance_score,cost_efficiency_score,risk_reduction_score,xi
pm088,cross_domain_general_investigation,"Before the steering meeting, I need a concise view of operational risks across release, reliability, cost, and security.","[""DevOps"", ""SRE"", ""FinOps"", ""DevSecOps""]",SRE,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Patch or block release"", ""Rollback to stable deployment"", ""Scale adjustment""]",Mitigate and monitor,True,True,0.5900000000000001,True,False,0.614,0.475,0.68,0.4,0.84
pm089,cross_domain_general_investigation,The dashboards show mixed signals and no single team is sure who owns the issue. What is the likely governance direction?,"[""DevOps"", ""SRE"", ""FinOps"", ""DevSecOps""]",SRE,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Patch or block release"", ""Rollback to stable deployment"", ""Scale adjustment""]",Mitigate and monitor,True,True,0.5900000000000001,True,False,0.614,0.475,0.68,0.4,0.84
pm090,cross_domain_general_investigation,"Please review the current operational risk and identify whether release, reliability, cost, or security requires attention.","[""DevOps"", ""SRE"", ""FinOps"", ""DevSecOps""]",SRE,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Patch or block release"", ""Rollback to stable deployment"", ""Scale adjustment""]",Mitigate and monitor,True,True,0.5900000000000001,True,False,0.614,0.475,0.68,0.4,0.84
pm091,cross_domain_release_governance,The deployment failed and security also found a policy issue. What is the safest decision for the release?,"[""DevOps"", ""DevSecOps""]",DevOps,True,Patch or block release,"[""Patch or block release"", ""Rollback to stable deployment""]",Block release and fix pipeline,True,True,0.92,False,False,0.8845,0.6325,0.75,0.655,0.8085
pm092,cross_domain_cost_reliability,The release increased resource usage and latency at the same time. What should the PM recommend?,"[""DevOps"", ""SRE"", ""FinOps""]",SRE,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Rollback to stable deployment"", ""Block release and fix pipeline"", ""Scale adjustment""]",Mitigate and monitor,True,True,0.5900000000000001,True,False,0.614,0.475,0.68,0.4,0.84
pm093,cross_domain_release_governance,"We committed to a customer release today, but the security gate is failing. What should the governance decision be?","[""DevSecOps"", ""DevOps""]",SRE,False,Patch or block release,"[""Patch or block release"", ""Rollback to stable deployment""]",Mitigate and monitor,False,False,0.5900000000000001,True,False,0.614,0.475,0.68,0.4,0.84
pm094,cross_domain_cost_reliability,"We have a reliability incident, but scaling further will increase cloud spend significantly. What should be done?","[""SRE"", ""FinOps""]",FinOps,True,Scale adjustment,"[""Scale adjustment"", ""Mitigate and monitor""]",Review scaling policy,True,True,0.62,True,False,0.7306,0.3325,0.7575,0.401,0.8091
pm095,release_governance,"Before approving the release, I need to know whether deployment health is stable enough to proceed.","[""DevOps""]",SRE,False,Mitigate and monitor,"[""Mitigate and monitor"", ""Rollback to stable deployment"", ""Block release and fix pipeline""]",Mitigate and monitor,True,True,0.5900000000000001,True,False,0.614,0.475,0.68,0.4,0.84
pm096,reliability_operations,The team applied mitigation for latency issues. Should we continue monitoring or take another action?,"[""SRE""]",SRE,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Scale adjustment""]",Mitigate and monitor,True,True,0.5900000000000001,True,False,0.614,0.475,0.68,0.4,0.84
pm097,cost_governance,"Now that the service is stable, can we reduce excess cloud capacity to control cost?","[""FinOps"", ""SRE""]",SRE,True,Scale adjustment,"[""Scale adjustment"", ""Mitigate and monitor""]",Mitigate and monitor,False,True,0.5900000000000001,True,False,0.614,0.475,0.68,0.4,0.84
pm098,security_compliance_governance,Compliance evidence is incomplete for the release approval. What should the team do before proceeding?,"[""DevSecOps"", ""DevOps""]",SRE,False,Patch or block release,"[""Patch or block release"", ""Rollback to stable deployment""]",Mitigate and monitor,False,False,0.5900000000000001,True,False,0.614,0.475,0.68,0.4,0.84
pm099,pm_prioritization_escalation,"For release readiness, I need one view of deployment stability, reliability, cost exposure, and security risk.","[""DevOps"", ""SRE"", ""FinOps"", ""DevSecOps""]",SRE,True,Mitigate and monitor,"[""Mitigate and monitor"", ""Patch or block release"", ""Rollback to stable deployment"", ""Scale adjustment""]",Mitigate and monitor,True,True,0.5900000000000001,True,False,0.614,0.475,0.68,0.4,0.84
pm100,cross_domain_release_governance,"For the final go/no-go review, we have release instability, rising latency, cost concerns, and open security findings. What is the recommended governance decision?","[""DevOps"", ""SRE"", ""FinOps"", ""DevSecOps""]",SRE,True,Patch or block release,"[""Patch or block release"", ""Rollback to stable deployment"", ""Mitigate and monitor"", ""Scale adjustment""]",Mitigate and monitor,False,True,0.5900000000000001,True,False,0.614,0.475,0.68,0.4,0.84
